expression,stability,predictive,uniqueness,score
"mul(carry_count,borrow_count)",0.5084291550219031,0.8495550196539243,0.8840579710144928,0.7012238232736001
"ratio(carry_count,carry_chain)",0.6581899600636156,0.7262998026840767,0.7536231884057971,0.6997488813631273
"ratio(carry_count,v_53)",0.6082026714193403,0.8581583916754074,0.5362318840579711,0.6973893414175617
"ratio(carry_count,v_29)",0.6080008274988228,0.85903737797753,0.5217391304347826,0.6954761931306996
"ratio(carry_count,v_13)",0.6013150003550577,0.853444402037731,0.5507246376811594,0.6945782066270423
"sub(state,borrow_count)",0.5913906215246292,0.8740519911206854,0.5217391304347826,0.6940074456995747
"sub(bit_length,borrow_count)",0.5877134456138561,0.8696813412065181,0.5362318840579711,0.6927783696175381
"mul(bit_length,borrow_chain)",0.5329169823523677,0.7719436523130991,0.9565217391304348,0.6920683638533704
"ratio(state,v_7)",0.5834807411692389,0.6955272792612672,1.0,0.6907772452306644
"mul(popcount,entropy)",0.5478197625958916,0.9414142305332167,0.4492753623188406,0.690475889729264
"mul(carry_chain,borrow_count)",0.5353778709901394,0.8095412780712171,0.8260869565217391,0.6886495966523104
"mul(state,borrow_chain)",0.5326181951459407,0.7688160924275267,0.927536231884058,0.6863350595692926
"add(borrow_count,v_2)",0.6149474032657597,0.8242210492930481,0.5217391304347826,0.6846756207520285
"add(borrow_count,v_13)",0.6080469260736608,0.8186481435208738,0.5507246376811594,0.6836890697936708
"sub(borrow_count,v_23)",0.6071208183961537,0.8194848440491345,0.5362318840579711,0.6814330885066185
"add(borrow_count,v_31)",0.6073439840580006,0.8190976094591588,0.5362318840579711,0.6813786192184594
"add(borrow_count,v_19)",0.6080571224437754,0.8217549196055823,0.5217391304347826,0.6805885425071493
"add(borrow_count,v_5)",0.6076094819279356,0.8219366778204193,0.5217391304347826,0.6804598075609563
"add(borrow_count,v_29)",0.6074413922871208,0.8208461295472764,0.5217391304347826,0.6799479479133324
"add(borrow_count,v_53)",0.6073828490707728,0.8206462695065202,0.5217391304347826,0.6798416594496732
"add(borrow_count,v_3)",0.6143599313036703,0.8127613860586491,0.5217391304347826,0.6798273930753287
"ratio(state,v_5)",0.5614738023219231,0.6926245485552969,1.0,0.6797130304669842
"sub(borrow_count,v_17)",0.6064671675069411,0.8212420950628968,0.5217391304347826,0.6796679329684996
"sub(borrow_count,v_31)",0.6070621122887471,0.8205696523458071,0.5217391304347826,0.6796666810334765
"add(borrow_count,v_23)",0.6072853825364202,0.8201818144950737,0.5217391304347826,0.679612017504636
"add(borrow_count,v_11)",0.6075786475697127,0.8198364678266687,0.5217391304347826,0.6796058481022557
"add(borrow_count,v_37)",0.608507857750112,0.8187265769150335,0.5217391304347826,0.6795800363187812
abs(borrow_count),0.607217580013553,0.819883077151103,0.5217391304347826,0.6794620114317574
id(borrow_count),0.607217580013553,0.819883077151103,0.5217391304347826,0.6794620114317574
"add(borrow_count,v_41)",0.607217580013553,0.819883077151103,0.5217391304347826,0.6794620114317574
"sub(borrow_count,v_41)",0.607217580013553,0.819883077151103,0.5217391304347826,0.6794620114317574
"ratio(borrow_count,v_41)",0.607217580013553,0.819883077151103,0.5217391304347826,0.6794620114317574
"sub(borrow_count,v_13)",0.6062742185997989,0.8207377312681132,0.5217391304347826,0.6793793604423722
"sub(borrow_count,v_11)",0.6068275455471664,0.8198307502234151,0.5217391304347826,0.6792655651508084
"sub(borrow_count,v_37)",0.6058442297766323,0.820751612576142,0.5217391304347826,0.6791914179951588
"mul(entropy,borrow_chain)",0.5574836157576911,0.7173157089925218,0.9420289855072463,0.6790982585140566
"sub(borrow_count,v_53)",0.6069950105081119,0.8189232246389904,0.5217391304347826,0.678977914149464
"sub(borrow_count,v_29)",0.6069362581642644,0.8187232021373325,0.5217391304347826,0.6788714665940694
"add(borrow_count,borrow_chain)",0.6306805130566975,0.7845440872697298,0.5362318840579711,0.6780586483921015
"ratio(borrow_count,v_17)",0.5953204778551121,0.8233377385736277,0.5362318840579711,0.6776640930729472
"add(borrow_count,v_43)",0.6071682565651915,0.8204710299334879,0.5072463768115942,0.6775010839494705
"add(entropy,v_43)",0.6339371774688929,0.806370149230096,0.463768115942029,0.6773850069443446
"sub(borrow_count,v_7)",0.6059157783865756,0.8160307448126572,0.5217391304347826,0.6773352677642394
"add(borrow_count,v_47)",0.6078319475657545,0.8190394645012656,0.5072463768115942,0.6772271187268349
"sub(borrow_count,v_47)",0.6065170850572223,0.820437233177484,0.5072463768115942,0.6771945380684828
"sub(borrow_count,v_43)",0.6072383080736905,0.8191953175722875,0.5072463768115942,0.6770223221838149
"add(borrow_count,v_17)",0.6079106639534215,0.8183258843054451,0.5072463768115942,0.6769771090229569
"ratio(borrow_count,v_11)",0.6013653943820184,0.8140202729122155,0.5362318840579711,0.6766573192454901
"ratio(borrow_count,v_31)",0.5993280310463843,0.8161085518474032,0.5362318840579711,0.6765758173185298
"sub(borrow_count,v_19)",0.6062369781591269,0.8175419307281133,0.5072463768115942,0.6759103689845917
"sub(borrow_count,v_5)",0.6064987563469177,0.8167013241208586,0.5072463768115942,0.6756919265261957
"ratio(borrow_count,v_37)",0.5949404749268662,0.8110310920253365,0.5507246376811594,0.6747443461793983
"add(borrow_count,v_7)",0.6082198674919965,0.8227329638263305,0.4782608695652174,0.6745312563367133
"add(entropy,v_23)",0.6401275031975927,0.7908732006363504,0.463768115942029,0.6739718740847613
"sub(borrow_count,v_3)",0.5966685814602212,0.8170398297665982,0.5217391304347826,0.6735776631289562
"sub(popcount,borrow_chain)",0.5558181693361952,0.9044251854798085,0.391304347826087,0.6705839025671243
sq(popcount),0.5202829649748101,0.9205788552447656,0.4492753623188406,0.6697501806843968
"sub(popcount,carry_chain)",0.5439851649316015,0.8881813646209586,0.463768115942029,0.6696310874589085
"mul(popcount,borrow_chain)",0.5331949078812716,0.7474709444397686,0.8695652173913043,0.6693608689311753
"add(entropy,carry_chain)",0.6544389912326375,0.589062249362604,0.927536231884058,0.6692528805823371
"mul(carry_count,carry_chain)",0.5372894288795272,0.7575810644932771,0.8115942028985508,0.6665517992278807
"ratio(borrow_count,v_23)",0.5991065986240833,0.7912074028068279,0.5362318840579711,0.6665157131122643
"sub(carry_count,carry_chain)",0.5515453932490882,0.9094377762395531,0.36231884057971014,0.6663183635448675
"sub(entropy,v_31)",0.6242486838464116,0.7894473051916002,0.463768115942029,0.6662560471988297
"add(entropy,v_11)",0.6534349507550247,0.7608772025148821,0.4492753623188406,0.66578791319354
"ratio(popcount,v_19)",0.6031324824101213,0.7999025406027757,0.4927536231884058,0.6652836768039257
"ratio(bit_length,v_7)",0.5824879773619316,0.6975623359729176,0.8260869565217391,0.6650575676802971
"ratio(entropy,v_19)",0.645629364495027,0.747465016221762,0.4927536231884058,0.6634322639897279
"mul(carry_count,borrow_chain)",0.5297773285384763,0.7542563616091204,0.8115942028985508,0.661841472920745
"add(entropy,v_31)",0.6475441226205283,0.7451819934653778,0.463768115942029,0.6590328699566933
"ratio(carry_count,v_19)",0.5919991478186382,0.7736905103762597,0.5507246376811594,0.658484516321065
"sub(borrow_count,v_2)",0.5947293709402703,0.8014833207947932,0.463768115942029,0.6577867626323434
"ratio(borrow_count,v_43)",0.5990126772091761,0.7735322109447352,0.5217391304347826,0.6572294586872407
"ratio(borrow_count,v_47)",0.5881424204758473,0.7744327442177069,0.5507246376811594,0.657045882553388
"ratio(borrow_count,v_13)",0.5842486284681291,0.7678643760569694,0.5797101449275363,0.6570141549725763
"sub(entropy,v_11)",0.6186336139791441,0.7744461652697423,0.4492753623188406,0.6555548967463378
"ratio(borrow_count,v_29)",0.592644352477256,0.7641388201597585,0.5507246376811594,0.6549541823308425
"ratio(borrow_count,v_53)",0.5920883674418197,0.7627352052315037,0.5507246376811594,0.6541425430935943
"ratio(bit_length,v_5)",0.5604062730014051,0.6949132240495524,0.8115942028985508,0.6518872429052358
sq(carry_count),0.5100236335540665,0.8643736505190017,0.5072463768115942,0.6513470518286698
"sub(entropy,v_23)",0.6320601258682724,0.7433573098766698,0.463768115942029,0.6513351979826949
"sub(entropy,v_43)",0.6393163846153594,0.7264890547856754,0.463768115942029,0.6478532123824863
"sub(carry_count,borrow_chain)",0.5355055733288007,0.8286212042084884,0.4927536231884058,0.6463390331596166
"sub(entropy,carry_chain)",0.6444146466306511,0.5418693288439426,0.927536231884058,0.6458647573039787
"add(entropy,borrow_chain)",0.6437429690540625,0.5252941512083674,0.9565217391304348,0.6432802574272403
"ratio(borrow_count,borrow_chain)",0.6425562918501808,0.6024010353743656,0.7246376811594203,0.6388063976562407
"add(carry_chain,borrow_chain)",0.6951449532182901,0.6724685992809903,0.37681159420289856,0.6383244077910615
log1p(carry_chain),0.7718548099963572,0.6331945279522999,0.2463768115942029,0.6375689974184112
"add(entropy,v_29)",0.6138545155883998,0.7180363675599295,0.4782608695652174,0.6351882094735343
"add(entropy,v_53)",0.609316955994988,0.7045252021409708,0.4782608695652174,0.6277418414889157
sqrt(carry_chain),0.7563614046430379,0.6175844342519675,0.2463768115942029,0.6243529275292845
"sub(borrow_count,borrow_chain)",0.5362596847681649,0.8057619447759491,0.391304347826087,0.6223172882299669
"mul(borrow_count,borrow_chain)",0.5155810276469597,0.687206956650264,0.7681159420289855,0.6221116364055853
"sub(entropy,v_17)",0.5657678302139734,0.7381459566234005,0.4782608695652174,0.6215930366804309
"ratio(borrow_count,v_19)",0.5822531189789403,0.6850790965733662,0.5652173913043478,0.6208281508655217
"sub(entropy,borrow_chain)",0.6306422219874688,0.46924174745624897,0.9565217391304348,0.6149639597464258
"ratio(popcount,v_7)",0.5833408400901665,0.6694452813827313,0.5507246376811594,0.6128901862458414
sq(borrow_count),0.49056021326008004,0.7723983336014348,0.5217391304347826,0.6079722989728273
"mod(state,bit_length)",0.5430856690683032,0.6012101972518588,0.7971014492753623,0.6044378473727843
"ratio(popcount,v_5)",0.561762560876992,0.6691116946732825,0.5507246376811594,0.6030465259161333
"ratio(entropy,v_7)",0.6222100150127308,0.5980308708925943,0.5507246376811594,0.6018155507649405
"ratio(carry_count,v_7)",0.5750958332320117,0.6434758643242955,0.5652173913043478,0.6009660793797756
"ratio(carry_count,v_5)",0.554324883237551,0.6513762598029051,0.5797101449275363,0.5969532231171906
"ratio(borrow_count,v_7)",0.566591818942198,0.6333830657915226,0.5652173913043478,0.5931021535362503
"ratio(entropy,v_5)",0.5999407032763394,0.5899400121398181,0.5507246376811594,0.5885580169824538
"mul(carry_chain,borrow_chain)",0.5516773461195351,0.60741823073575,0.6376811594202898,0.5868742719611343
"add(entropy,v_17)",0.6329250670493876,0.5710429492402812,0.4782608695652174,0.5849725903031195
"sub(entropy,v_53)",0.5896756210884336,0.6089855030293374,0.4782608695652174,0.5806873611363127
"mod(carry_chain,borrow_count)",0.5960687910481385,0.6902602326327033,0.21739130434782608,0.5769437446769176
"mod(popcount,carry_count)",0.5180591635706687,0.6927090598590604,0.43478260869565216,0.5754276388547729
"sub(entropy,v_29)",0.5843814420679246,0.5959097808941196,0.4782608695652174,0.5730746917229966
"sub(entropy,v_37)",0.5128733527975892,0.6612665063047997,0.4927536231884058,0.5692126547590959
"add(entropy,v_47)",0.6029148482042439,0.5559615475161199,0.4927536231884058,0.5676093441766187
log1p(borrow_chain),0.7613111400035347,0.46772569302100303,0.2463768115942029,0.5666368119491223
"ratio(borrow_count,v_5)",0.5438973984339418,0.5651657246733035,0.6231884057971014,0.5642983800341604
"add(carry_chain,v_5)",0.6510418079463757,0.5800045808407127,0.2608695652173913,0.5641010806947628
"sub(entropy,v_47)",0.5370419409183921,0.6180488945405843,0.4927536231884058,0.5628014747077711
sqrt(borrow_chain),0.7488053710206388,0.4720758993273361,0.2463768115942029,0.5627492984293524
"add(carry_chain,v_7)",0.6514151360700566,0.575988665784195,0.2463768115942029,0.560488799284334
"add(carry_chain,v_19)",0.650678466795214,0.5699256846148912,0.2608695652173913,0.5599060186864115
"add(entropy,v_37)",0.6322824518814826,0.5026033993363439,0.4927536231884058,0.5594815065594656
"add(carry_chain,v_3)",0.6614491828037031,0.5513051868040293,0.2753623188405797,0.5594785548093651
"ratio(carry_chain,v_37)",0.627407700552059,0.582091022972949,0.2898550724637681,0.5586481353071714
"sub(carry_chain,v_47)",0.6501126287545629,0.5727156422793157,0.2463768115942029,0.5585934615904101
"add(carry_chain,v_43)",0.6488215073224357,0.5668176852227349,0.2608695652173913,0.5578271871667988
"sub(carry_chain,v_37)",0.6471847284197438,0.5723061880379859,0.2463768115942029,0.5571121247432095
"add(carry_chain,v_29)",0.6485156560960382,0.5653613290503833,0.2608695652173913,0.5571070116459792
"ratio(carry_chain,v_17)",0.6379603878573508,0.5704705352013415,0.2753623188405797,0.5565747364424314
"add(carry_chain,v_31)",0.6507604781158511,0.5664368893730565,0.2463768115942029,0.5563734926404861
"add(carry_chain,v_13)",0.6521487993102185,0.5647148821122565,0.2463768115942029,0.5563094342736314
"sub(carry_chain,v_29)",0.6505661970849308,0.5662732308270197,0.2463768115942029,0.5562206027581572
"add(carry_chain,v_53)",0.6492831903649074,0.5672734813341281,0.2463768115942029,0.55604334993699
"mod(bit_length,carry_count)",0.5198187426224802,0.663863663047879,0.37681159420289856,0.5559856385297025
"sub(carry_chain,v_41)",0.6497163337737729,0.5662634091917562,0.2463768115942029,0.5558342356140308
"add(carry_chain,v_41)",0.6497163337737729,0.5662634091917562,0.2463768115942029,0.5558342356140308
abs(carry_chain),0.6497163337737729,0.5662634091917562,0.2463768115942029,0.5558342356140308
id(carry_chain),0.6497163337737729,0.5662634091917562,0.2463768115942029,0.5558342356140308
"ratio(carry_chain,v_41)",0.6497163337737729,0.5662634091917559,0.2463768115942029,0.5558342356140306
"sub(carry_chain,v_17)",0.6472540933349015,0.5689196936383615,0.2463768115942029,0.5557887411951807
"sub(carry_chain,v_43)",0.6504312907464064,0.5652405815925814,0.2463768115942029,0.5557468352120459
"add(carry_chain,v_11)",0.6503704299445633,0.5652875051160541,0.2463768115942029,0.5557382172606056
"sub(carry_chain,v_11)",0.6488699296327968,0.5667616646727288,0.2463768115942029,0.5556526559429805
"add(carry_chain,v_17)",0.651808521481971,0.5626512230595511,0.2463768115942029,0.5553308456298378
"sub(carry_chain,v_53)",0.6497794723749254,0.564313587347314,0.2463768115942029,0.5550827192467725
"sub(carry_chain,v_31)",0.6484824189443764,0.565621231994663,0.2463768115942029,0.555022103061965
"sub(carry_chain,v_13)",0.6465386161059805,0.5659990964026559,0.2463768115942029,0.554298537547884
"sub(carry_chain,v_23)",0.6502351214827242,0.5665868966599967,0.2318840579710145,0.5540231720268768
"add(carry_chain,v_37)",0.6516842816183436,0.5587875756950028,0.2463768115942029,0.5537294787453862
"mod(state,carry_count)",0.5210761351911171,0.6617817007170448,0.36231884057971014,0.5535447672097772
"ratio(carry_chain,v_31)",0.6436762313152098,0.561011535358395,0.2608695652173913,0.5531893530178111
"add(carry_chain,v_23)",0.649014145137725,0.5654801673815987,0.2318840579710145,0.5530310409602679
"ratio(carry_chain,v_11)",0.6418307849854099,0.5623427204301344,0.2608695652173913,0.5528913761980969
"add(entropy,v_19)",0.5666521179992106,0.5599170997290194,0.4927536231884058,0.5528733364695134
"sub(carry_chain,v_19)",0.6478352120550748,0.5603379402678049,0.2463768115942029,0.5526175432710361
"add(carry_chain,v_2)",0.649267190876075,0.552972757152411,0.2608695652173913,0.5524897735378068
"ratio(state,v_2)",0.4685550647045104,0.47906351231241234,1.0,0.5524751840419946
"ratio(state,v_3)",0.4641115661538981,0.4830948851421946,1.0,0.552088158826132
"sub(carry_chain,borrow_count)",0.47893056394268413,0.6602187519328211,0.4782608695652174,0.5513453849821189
"add(carry_chain,v_47)",0.6487881458571069,0.5585881840788718,0.2318840579710145,0.550172547962899
"ratio(bit_length,popcount)",0.8200907330836446,0.10997667017586628,0.8985507246376812,0.5478141066536387
"ratio(state,popcount)",0.8276837002021287,0.08194431982368787,0.9420289855072463,0.54653974084652
"sub(carry_chain,v_5)",0.6461518592651765,0.5468392863999914,0.2463768115942029,0.5464605729684564
"sub(carry_chain,v_7)",0.646049859393171,0.5516989559906985,0.2318840579710145,0.5461846278188586
"ratio(carry_chain,v_47)",0.6321827979540292,0.5485514781301534,0.2753623188405797,0.5452071981574614
"add(entropy,v_13)",0.5936026006097773,0.4987295493943557,0.4927536231884058,0.540526033510403
"ratio(carry_chain,v_23)",0.6413786474072541,0.5335957830686385,0.2463768115942029,0.5390152262998503
"ratio(bit_length,v_3)",0.46356970001212905,0.4848652997456697,0.8985507246376812,0.5373350935993781
"ratio(bit_length,v_2)",0.46683512482188655,0.4840080926394914,0.8840579710144928,0.5362877388778194
"sub(carry_chain,v_3)",0.6165666864548129,0.5357046610170638,0.2753623188405797,0.5330412211375783
"add(borrow_chain,v_5)",0.6408726944041643,0.5174887093804135,0.2463768115942029,0.5323447179731697
"ratio(carry_chain,v_13)",0.6207054224858979,0.5179060070411509,0.30434782608695654,0.5321320168481579
"ratio(carry_chain,v_43)",0.642100338886567,0.5088875883905681,0.2608695652173913,0.5316306226377912
"add(borrow_chain,v_7)",0.6426485180494433,0.5159460644503457,0.2318840579710145,0.53035286759804
"mod(bit_length,popcount)",0.483133142403756,0.642594865994102,0.36231884057971014,0.5287956865662875
"ratio(borrow_chain,v_17)",0.6220444246998972,0.51792280567313,0.2753623188405797,0.5283934612102927
"sub(carry_chain,v_2)",0.6225068782600746,0.5170743960974368,0.2753623188405797,0.5282622014820952
"ratio(carry_chain,v_29)",0.633180443635425,0.5037009035063814,0.2753623188405797,0.5277159088645808
"sub(entropy,v_13)",0.49870845184499873,0.5730430983607546,0.4927536231884058,0.5275490861528122
"mod(bit_length,borrow_count)",0.5055767319054726,0.6188696837325325,0.34782608695652173,0.5272313158939539
"add(borrow_chain,v_2)",0.6444798762050301,0.5045952755084331,0.2318840579710145,0.526636663191289
"sub(borrow_chain,v_47)",0.6384627666016087,0.5056949452474264,0.2463768115942029,0.5265427448088249
"add(borrow_chain,v_53)",0.6375695271312101,0.5005464945394058,0.2608695652173913,0.5262553198074156
"add(entropy,v_5)",0.5200256641716371,0.5235823996225074,0.5507246376811594,0.5260532043784135
"add(borrow_chain,v_19)",0.6392502267911518,0.503551130352396,0.2463768115942029,0.5260395759361072
"ratio(carry_chain,v_53)",0.631516680828431,0.5012610408266903,0.2753623188405797,0.5259912705295571
"add(borrow_chain,v_29)",0.6366714392950011,0.49860130315640383,0.2608695652173913,0.5250731037279207
"sub(borrow_chain,v_17)",0.6360327983747278,0.5040916172450652,0.2463768115942029,0.5248079279057841
"ratio(borrow_chain,v_37)",0.6179098759612646,0.5073464612332346,0.2898550724637681,0.5244762895454281
"sub(borrow_chain,v_37)",0.6345805311815857,0.5046743766521539,0.2463768115942029,0.5243875114317056
"add(borrow_chain,v_23)",0.6379173114950583,0.5000076650158516,0.2463768115942029,0.5240223779182474
"sub(borrow_chain,v_13)",0.635618665502108,0.50179562515258,0.2463768115942029,0.5237031712761111
"mod(state,borrow_count)",0.5078648274808407,0.6127041983337475,0.3333333333333333,0.5236208516998774
"add(borrow_chain,v_11)",0.6385995360659682,0.4976503378425204,0.2463768115942029,0.5233864481058242
"ratio(borrow_chain,v_41)",0.6375898947875829,0.4981830848037505,0.2463768115942029,0.523145208315043
"sub(borrow_chain,v_41)",0.6375898947875829,0.4981830848037505,0.2463768115942029,0.523145208315043
id(borrow_chain),0.6375898947875829,0.4981830848037505,0.2463768115942029,0.523145208315043
abs(borrow_chain),0.6375898947875829,0.4981830848037505,0.2463768115942029,0.523145208315043
"add(borrow_chain,v_41)",0.6375898947875829,0.4981830848037505,0.2463768115942029,0.523145208315043
"sub(borrow_chain,v_31)",0.6368102539115154,0.4990211668349687,0.2463768115942029,0.5231296027332999
"add(borrow_chain,v_43)",0.6365631974061152,0.4990331850568749,0.2463768115942029,0.5230232345946323
"sub(borrow_chain,v_43)",0.6384080637426783,0.49685588271740855,0.2463768115942029,0.5229825035102991
"add(borrow_chain,v_31)",0.6381443338717325,0.49686118148880787,0.2463768115942029,0.5228659445769333
"sub(borrow_chain,v_29)",0.6380875443095925,0.49682862414817863,0.2463768115942029,0.5228273663377185
"sub(borrow_chain,v_11)",0.6363572152907748,0.4982353987289235,0.2463768115942029,0.5226114281115485
"sub(borrow_chain,v_23)",0.6370373490248098,0.4958750384569418,0.2463768115942029,0.5219733441830716
"sub(borrow_chain,v_53)",0.6371704310236275,0.49485588602763786,0.2463768115942029,0.521625570110818
"ratio(borrow_chain,v_11)",0.6313584726730516,0.49561754184151363,0.2608695652173913,0.5214887642220873
"add(borrow_chain,v_13)",0.6386881112631037,0.4927489675052138,0.2463768115942029,0.5214657588096125
"add(borrow_chain,v_47)",0.6361157846039786,0.48952044562577207,0.2608695652173913,0.5211907161047078
"add(borrow_chain,v_37)",0.6399421371888345,0.4902275338078147,0.2463768115942029,0.5210214969972319
"ratio(borrow_chain,v_31)",0.6296073257668698,0.4961340326602755,0.2608695652173913,0.5209073444418103
"add(borrow_chain,v_17)",0.6387006702054351,0.4913065971853352,0.2463768115942029,0.5208944622057103
"sub(borrow_chain,v_19)",0.6348460273574752,0.49053559374305056,0.2463768115942029,0.5188514715472144
"mod(state,entropy)",0.6542398605992997,0.18242159305172745,1.0,0.5173765744903759
"add(entropy,v_7)",0.524253512403483,0.49609846948563896,0.5507246376811594,0.5169621640279968
"ratio(popcount,v_2)",0.46763432510899755,0.4688286390078711,0.7681159420289855,0.5131842932065451
"sub(borrow_chain,v_7)",0.630202159512414,0.47597200617618945,0.2608695652173913,0.5131102090336708
"add(borrow_chain,v_3)",0.6402897552909899,0.4617739077189914,0.2608695652173913,0.5119703877511508
"ratio(borrow_chain,v_47)",0.6162892962382984,0.4778698637432122,0.2898550724637681,0.5119563896740844
"ratio(borrow_chain,v_23)",0.6290646263535383,0.47256036675919877,0.2608695652173913,0.5112336633453805
"sub(borrow_chain,v_5)",0.6316152973647094,0.473259462936427,0.2463768115942029,0.5104871907278205
"ratio(borrow_chain,v_13)",0.6125455330403,0.47030970363933455,0.30434782608695654,0.5094215452369123
"sub(borrow_chain,v_3)",0.6110737551803845,0.49099551831759863,0.2463768115942029,0.5083379188973429
"ratio(carry_count,v_2)",0.4610779549480048,0.4727330495667824,0.7101449275362319,0.50310003868375
"ratio(borrow_chain,v_53)",0.6266348857939928,0.4457700216393798,0.2753623188405797,0.5015980550891357
"ratio(popcount,v_3)",0.4594531573529396,0.479525742629302,0.6811594202898551,0.5007381309040219
"ratio(state,bit_length)",0.7980215032858093,0.16379592661475256,0.5072463768115942,0.5007150036462544
"ratio(borrow_chain,v_43)",0.6305533115633876,0.4433737637650901,0.2608695652173913,0.5002289304921691
"mod(carry_count,borrow_count)",0.5105930028044144,0.5372575767533684,0.36231884057971014,0.49901770805029044
"ratio(carry_count,v_3)",0.4564362682929195,0.4670289700772007,0.7101449275362319,0.49872964789312885
"ratio(borrow_chain,v_29)",0.6232087436789384,0.43761586086608145,0.2753623188405797,0.4967946268280419
"ratio(carry_chain,v_19)",0.6127204891447899,0.43279182385274967,0.30434782608695654,0.4944931235692988
"ratio(entropy,v_2)",0.4915738545916683,0.3943347688989421,0.7681159420289855,0.4941595334301754
"mod(state,popcount)",0.48530172863991156,0.5296820549544724,0.37681159420289856,0.48678033900018397
"ratio(entropy,v_3)",0.4837953181838254,0.40984506544743643,0.6811594202898551,0.4838198324051743
"ratio(borrow_count,v_3)",0.4420370419090139,0.4063179687048615,0.782608695652174,0.4788351606888269
"mod(bit_length,entropy)",0.6458332275266021,0.09396023040281361,0.9855072463768116,0.4760351315046182
"sub(borrow_chain,v_2)",0.5965055987361227,0.4278488936919757,0.2318840579710145,0.4743496856036977
"ratio(borrow_count,v_2)",0.45590859478882584,0.3920820992508501,0.7391304347826086,0.47286127257270294
"sub(entropy,v_19)",0.4863275804682725,0.4311512129476463,0.4927536231884058,0.465220939868042
"ratio(borrow_chain,v_19)",0.6046655750487562,0.35974298930727766,0.3188405797101449,0.4638227914513731
"ratio(borrow_chain,v_7)",0.5942533427466232,0.3622227447262295,0.3188405797101449,0.460129189082994
"ratio(carry_chain,v_7)",0.5939937807243607,0.3418369658929127,0.3333333333333333,0.4540319876831274
"mod(popcount,borrow_chain)",0.5471307256618652,0.45352858312824534,0.17391304347826086,0.4537072163208766
"mod(carry_chain,borrow_chain)",0.5536165896092833,0.4248556426537354,0.17391304347826086,0.4451566789074108
"mod(popcount,borrow_count)",0.49311954293659277,0.42264232171688937,0.34782608695652173,0.4431346360517007
"ratio(carry_chain,v_5)",0.5722112343675355,0.3228996305851122,0.34782608695652173,0.4388288207429141
sq(carry_chain),0.5051696170482188,0.43063070492018907,0.2463768115942029,0.43653513137890454
sq(borrow_chain),0.49126626767668674,0.4418275837971409,0.2463768115942029,0.43475737571249584
"ratio(borrow_chain,v_5)",0.5666835179852051,0.28914277895508156,0.34782608695652173,0.4228386077188532
"add(entropy,v_2)",0.456567171863519,0.24951869052650938,0.7681159420289855,0.4204800948535351
"ratio(carry_chain,v_2)",0.48051620867784756,0.2869496391090465,0.5217391304347826,0.4092730191138674
"ratio(carry_chain,v_3)",0.47165795451445375,0.2681337838702976,0.4927536231884058,0.3934126365578841
"mod(carry_count,borrow_chain)",0.5244807697670164,0.3256254019590196,0.15942028985507245,0.3901795506570261
"mod(state,carry_chain)",0.5100920503651815,0.3051993794674008,0.2028985507246377,0.3820559570599876
"mod(state,borrow_chain)",0.5145872766837384,0.28468486281375427,0.21739130434782608,0.3780469152853579
"mod(popcount,entropy)",0.6470103302080213,0.046013305120431384,0.4492753623188406,0.3769512749896083
"ratio(borrow_chain,v_3)",0.4739908927870983,0.21324822298392707,0.4782608695652174,0.3703343213825476
"mod(bit_length,borrow_chain)",0.5204063858801707,0.268397015568385,0.18840579710144928,0.36980254943864826
"add(entropy,v_3)",0.4629859517809745,0.14283651578559123,0.6811594202898551,0.3676521976591533
"ratio(borrow_chain,v_2)",0.470745035031819,0.1992591815271948,0.5072463768115942,0.36762589489693565
"mod(popcount,carry_chain)",0.5048763502955926,0.26006772105192777,0.18840579710144928,0.3594823156190052
"mul(state,v_2)",0.3155442886958425,0.37231691214212254,0.43478260869565216,0.356139086074326
"mod(bit_length,carry_chain)",0.49673602280305745,0.2350095648416094,0.2318840579710145,0.3523176448936718
"mul(bit_length,v_2)",0.3151204490351758,0.3700314335035215,0.4057971014492754,0.350686340684629
"mul(entropy,v_2)",0.33199178835590504,0.3490429070599943,0.391304347826087,0.34770911975806806
"mul(popcount,v_2)",0.3189574588890042,0.3743585577985417,0.36231884057971014,0.3476221057064251
"mul(borrow_count,v_2)",0.32441851544747197,0.37675679919197685,0.3333333333333333,0.3466910516281531
"mul(carry_count,v_2)",0.31696023902886156,0.36737289437161325,0.36231884057971014,0.3439290913985895
"mod(carry_count,carry_chain)",0.5533282005741994,0.15849962353621774,0.18840579710144928,0.34065840923809426
"sub(entropy,v_7)",0.3558654176154956,0.22863698037429878,0.5507246376811594,0.33420292572886645
"mul(carry_count,v_3)",0.3605271493232059,0.2810797860902486,0.34782608695652173,0.32684304467502034
"mul(state,v_3)",0.3359697604965025,0.28462372814134335,0.4057971014492754,0.32590544869735477
"ratio(bit_length,carry_count)",0.1448031057878831,0.2785663885995659,0.9855072463768116,0.32441404000089546
"mul(bit_length,v_3)",0.33731468898539074,0.2884671090797181,0.37681159420289856,0.3237001928057479
"mod(borrow_count,borrow_chain)",0.5415804600028157,0.13418652460772715,0.17391304347826086,0.3234727733660971
"ratio(entropy,carry_chain)",0.14732056773524016,0.28511136338267207,0.927536231884058,0.3194692356165356
"ratio(entropy,carry_count)",0.147320567735237,0.285111363382674,0.927536231884058,0.31946923561653495
"ratio(state,carry_chain)",0.14064497963142059,0.26871155888233567,0.9710144927536232,0.316427038300117
