,state,bit_length,popcount,entropy,carry_count,carry_chain,borrow_count,borrow_chain,v_2,v_3,v_5,v_7,v_11,v_13,v_17,v_19,v_23,v_29,v_31,v_37,v_41,v_43,v_47,v_53,v_59,v_61,v_67,v_71,v_73,v_79,v_83,v_89,v_97,mod_2,mod_3,mod_5,mod_7,mod_11,mod_13,mod_17,mod_19,mod_23,mod_29,mod_31,mod_37,mod_41,mod_43,mod_47,mod_53,mod_59,mod_61,mod_67,mod_71,mod_73,mod_79,mod_83,mod_89,mod_97,target_log2
v_41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v_43,0.1278650889369656,0.13342692104002687,0.11073070056813274,0.11110614283035532,0.1444898405807496,0.18737141956094858,0.09179358641259665,0.19732314266356532,-0.07407610636824498,-0.07146229116357164,-0.047885868456329146,-0.041915360540560595,-0.014705882352941178,-0.030082841879809346,-0.02095188685475281,-0.03389538403416502,-0.014705882352941175,-0.02095188685475281,-0.014705882352941176,-0.02585438449975097,,1.0,-0.025854384499750957,-0.02095188685475281,,-0.020951886854752803,,,-0.014705882352941175,,,,,0.10325582165612915,0.1596638655462184,-0.0098203089727842,-0.07011706661031725,0.07561751704751189,0.12144882106623228,0.17772261709590678,0.03915108261581098,0.01869320104099991,-0.11618582752839648,0.15651215864120865,0.1501146631781378,0.043997719799413346,-0.20869653390805984,0.12247514220841306,-0.055385902402487794,0.13207388875195467,0.1334506647414872,-0.06412242197420949,-0.20009003954254365,-0.11222759760435023,0.18947819443152203,0.05159212232864657,-0.20436663500772828,0.18900528369418987,0.13319519905030913
v_47,-0.03568244060254588,-0.04601983640974366,-0.02220516730339611,-0.015084572676475934,0.00512611185548353,0.1740884376285967,-0.008823361828287099,0.21732397179725962,0.11938030982868453,-0.1256377216023773,-0.08418805655186118,-0.07369131765457135,-0.025854384499750964,-0.05288858853479455,-0.03683547343418788,-0.05959141182784956,-0.025854384499750957,0.3867724710589725,-0.02585438449975096,-0.045454545454545504,,-0.025854384499750957,1.0,0.3867724710589725,,-0.03683547343418787,,,-0.025854384499750957,,,,,-0.10641640574017859,0.28070474599729606,0.15291916483971973,0.020285378512934257,-0.029412171797582647,0.21351894714837205,0.21747885890423072,0.0415362172690181,-0.04610837786135867,-0.04163885639331021,0.1617159472372479,0.0029097718965640324,-0.055134093017634896,-0.12230299644561736,-0.34162101226157876,0.11033085687097981,-0.037485814260092155,-0.027334295098510597,0.05065286530126979,0.07147286243998108,0.1670163181649033,0.025321939200675717,-0.13338825678430158,0.0895547678696095,0.01849908636569289,-0.044442079167042174
v_53,0.10843631641277036,0.10374621803068157,0.07271803628062447,0.08744417792924686,0.08642837197373501,0.12009860963183638,0.05916279754212475,0.07859951264528757,0.13719982321530028,0.04155687715965621,-0.06822435225302376,-0.059718000623495755,-0.020951886854752817,-0.04285987635479256,-0.029850746268656726,-0.04829171308039099,-0.02095188685475281,0.4850746268656715,-0.020951886854752813,-0.03683547343418788,,-0.02095188685475281,0.3867724710589725,1.0,,-0.029850746268656705,,,-0.02095188685475281,,,,,-0.20291240260068297,0.020951886854752754,0.05496571209014807,-0.09989776954204431,0.00905731824137401,0.24734181302602554,0.08003331409984214,0.07236929457350075,0.08148821185535254,-0.16553323725005353,0.12448458894173876,-0.022047507183839996,-0.07535512807181297,0.07433396481215285,-0.07772381032846623,-0.2545479448806478,-0.16448626504731553,-0.15278632631239164,-0.11294482089528544,0.10998182018145979,0.178078943738059,0.002179628362935759,-0.16322379875358176,0.11720414898532822,-0.03134118091021314,0.10424977152799261
v_59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v_61,-0.09542395844323791,-0.09917838092800382,-0.05484665448284384,-0.03727984824012442,-0.08873620567129806,-0.11067314912908471,0.0273325205019173,0.16861389227225584,-0.04485378835884813,0.041556877159656204,-0.06822435225302374,-0.059718000623495734,-0.02095188685475281,0.32680655720529317,-0.029850746268656712,-0.04829171308039098,-0.020951886854752803,-0.029850746268656705,-0.020951886854752806,-0.03683547343418788,,-0.020951886854752803,-0.03683547343418787,-0.029850746268656705,,1.0,,,-0.020951886854752803,,,,,-0.02790045535759392,-0.18557385499923915,-0.013991272168401344,-0.14352401067116483,0.009057318241373971,-0.19851962642001753,0.02230893772817897,0.25485532308276,-0.08307822574521306,-0.011778326496638404,-0.07252083851193038,-0.005777154288813692,0.08569145094892003,-0.006757633164741153,-0.14409686617827033,-0.08988724303597866,-0.1396513585084429,-0.2605603241479914,-0.16907307814906447,-0.05539035980083199,0.17807894373805902,0.08654719450876658,-0.1794380833979772,-0.07024487074948474,-0.02810868243068437,-0.09677189314890215
v_67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v_71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v_73,0.11568746141915937,0.12130518627799682,0.11073070056813275,0.11110614283035532,0.09978222174634725,0.06957070931306289,0.14764682682237767,-0.0553969843672655,-0.07407610636824499,0.029168282107580257,-0.047885868456329146,-0.041915360540560595,-0.014705882352941178,-0.030082841879809346,-0.02095188685475281,-0.03389538403416502,-0.014705882352941175,-0.02095188685475281,-0.014705882352941176,-0.02585438449975097,,-0.014705882352941175,-0.025854384499750957,-0.02095188685475281,,-0.020951886854752803,,,1.0,,,,,0.10325582165612918,-0.13025210084033614,0.08697987947323216,-0.07011706661031725,0.07561751704751189,-0.08718110391891364,-0.20042726861917234,0.08572737055531028,-0.1930700764234611,0.09965169053397079,0.0044087932011607585,0.16153463204174476,0.10859011695174374,0.14229309130094991,-0.1849955290248356,-0.07079568976447029,-0.04921192335287065,0.0027906038930258985,-0.05200064905305755,0.21261319007906898,-0.19402729022442236,-0.17611994441055226,-0.10773649074511493,0.09636080924223109,0.09371347573563697,0.11966469446587275
v_79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
